StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_DuplicateRespondent,Q_BallotBoxStuffing,QID1219594129,q1,q2_orig,q3,q4,q5,q6_orig,q7,q8_orig,q9_orig,q10_orig,cc1,cc2,c11,c12,c13,c14,c15,picture,tc1,tc2,coa1,coa2,anthem,t11,t12,t13,t14,t15,check,age,gndr,nationality,educ,lrscale_1,psychback,SC0,group
2026-03-23 11:22:49,2026-03-23 11:25:21,0,100,152,1,2026-03-23 11:25:22,R_8KpBuLSn8tUWzz5,anonymous,EN-GB,,,1,7,5,6,5,7,1,6,5,3,3,2,3,1,6,1,6,6,,,,,,,,,,,,,20,2,82,2,3,2,74,control
2026-03-23 11:22:32,2026-03-23 11:33:45,0,100,672,1,2026-03-23 11:33:46,R_82jxs3OGiToXvbz,anonymous,EN-GB,,,1,3,5,5,6,5,6,5,3,4,2,,,,,,,,1,1,3,1,,5,1,6,3,7,6,4,30,2,186,5,4,2,80,treatment
2026-03-23 11:33:25,2026-03-23 11:40:10,0,100,404,1,2026-03-23 11:40:10,R_8QuXaV292v8CKd2,anonymous,EN-GB,,,1,5,6,6,5,6,4,6,2,6,2,,,,,,,,1,1,3,1,,5,3,7,5,7,7,4,28,2,186,6,4,1,90,treatment
2026-03-23 11:34:50,2026-03-23 11:40:21,0,100,330,1,2026-03-23 11:40:21,R_8Iu5z8sPKmL2WIk,anonymous,EN-GB,,,1,6,6,7,5,6,5,7,2,5,3,2,3,3,7,3,7,7,,,,,,,,,,,,,28,2,186,5,3,2,88,control
2026-03-23 11:35:47,2026-03-23 11:41:51,0,100,363,1,2026-03-23 11:41:52,R_8aWsFQprb7y4gTc,anonymous,EN-GB,,,1,2,5,6,5,4,5,5,2,5,3,,,,,,,,2,1,3,,2,5,6,7,6,7,7,4,29,2,186,2,5,2,85,treatment
2026-03-23 11:36:45,2026-03-23 11:43:20,0,100,395,1,2026-03-23 11:43:20,R_8Kx9I3BQuelzfuz,anonymous,EN-GB,true,,1,2,4,2,5,6,7,7,6,6,6,,,,,,,,2,1,3,,3,5,4,7,3,7,7,3,25,1,68,2,4,2,87,treatment
2026-03-23 11:39:02,2026-03-23 11:49:29,0,100,626,1,2026-03-23 11:49:30,R_2PcMAOF7igxCQF5,anonymous,EN-GB,,,1,5,5,2,4,7,2,6,5,2,1,,,,,,,,1,1,3,1,,4,1,6,1,7,5,3,26,2,68,5,3,1,70,treatment
2026-03-23 11:49:15,2026-03-23 11:52:28,0,100,192,1,2026-03-23 11:52:29,R_20MVHqtTeVAFn23,anonymous,EN-GB,,,1,5,3,6,2,5,6,6,2,6,3,2,3,7,7,6,7,7,,,,,,,,,,,,,28,2,11,5,3,2,87,control
2026-03-23 11:48:16,2026-03-23 11:54:20,0,100,363,1,2026-03-23 11:54:20,R_21qbN0jkvhIRcI1,anonymous,EN-GB,,,1,6,5,3,7,6,2,6,1,3,2,,,,,,,,2,1,3,,1,6,3,5,5,5,7,3,22,2,146,4,2,2,77,treatment
2026-03-23 11:51:47,2026-03-23 11:56:04,0,100,256,1,2026-03-23 11:56:05,R_2i9wjdlezxgVvbN,anonymous,EN-GB,,,1,2,2,7,2,5,7,6,1,6,3,,,,,,,,1,1,3,2,,4,3,5,3,5,4,2,22,2,146,4,2,1,70,treatment
2026-03-23 11:51:21,2026-03-23 11:56:34,0,100,312,1,2026-03-23 11:56:35,R_2pKUc9h4npCeFlf,anonymous,EN-GB,,,1,6,5,3,5,7,1,6,7,6,5,,,,,,,,2,1,3,,1,4,5,6,4,7,7,4,26,1,52,4,2,1,90,treatment
2026-03-23 11:53:10,2026-03-23 11:59:30,0,100,379,1,2026-03-23 11:59:31,R_8UZHLpYLyWSoIXT,anonymous,EN-GB,,,1,7,5,6,7,5,3,6,2,3,3,2,3,3,5,5,3,7,,,,,,,,,,,,,21,2,79,4,2,1,77,control
2026-03-23 11:53:40,2026-03-23 12:00:50,0,100,430,1,2026-03-23 12:00:51,R_21bGEQA2pSrgK29,anonymous,EN-GB,,,1,3,3,6,7,7,6,7,6,6,3,,,,,,,,2,1,3,,1,5,3,5,4,7,6,3,24,2,82,4,2,2,90,treatment
2026-03-23 11:58:25,2026-03-23 12:03:10,0,100,284,1,2026-03-23 12:03:11,R_8EpdFzrXncd1Cg6,anonymous,EN-GB,,,1,7,4,6,5,7,3,7,1,5,1,,,,,,,,1,1,3,2,,4,1,5,2,5,6,2,25,1,68,4,1,2,74,treatment
2026-03-23 11:55:22,2026-03-23 12:05:52,0,100,629,1,2026-03-23 12:05:53,R_240ikAb44VRIC5u,anonymous,EN-GB,,,1,6,5,7,5,6,2,7,1,5,4,2,3,1,7,2,4,6,,,,,,,,,,,,,26,2,68,4,2,2,76,control
2026-03-23 12:09:58,2026-03-23 12:19:01,0,100,542,1,2026-03-23 12:19:01,R_8I72YJvHcXYzPRD,anonymous,EN-GB,,,1,2,2,3,6,5,6,5,3,5,3,,,,,,,,1,1,3,1,,5,6,6,5,5,6,5,30,2,39,5,3,1,81,treatment
2026-03-23 12:14:51,2026-03-23 12:21:12,0,100,381,1,2026-03-23 12:21:13,R_8VdKaIGmKHtHstp,anonymous,EN-GB,,,1,5,2,3,2,6,5,7,3,6,4,,,,,,,,2,1,3,,1,5,1,5,1,3,7,2,34,1,144,5,1,1,69,treatment
2026-03-23 12:20:04,2026-03-23 12:23:27,0,100,203,1,2026-03-23 12:23:28,R_8zhWgAfOizxGCkG,anonymous,EN-GB,,,1,5,5,7,5,6,3,6,2,5,3,,,,,,,,1,1,3,1,,7,1,5,1,5,4,4,22,2,91,4,2,2,75,treatment
2026-03-23 12:35:25,2026-03-23 12:39:44,0,100,258,1,2026-03-23 12:39:45,R_2CW30EfLDLkxH1W,anonymous,EN-GB,,,1,6,7,6,3,3,4,2,6,6,1,2,3,1,3,1,1,5,,,,,,,,,,,,,22,1,52,4,2,2,62,control
2026-03-23 13:04:06,2026-03-23 13:09:37,0,100,330,1,2026-03-23 13:09:38,R_8AF2yuQY3hLE7Wp,anonymous,EN-GB,,,1,5,3,7,6,6,2,6,1,3,2,,,,,,,,1,1,3,3,,5,2,5,5,7,4,5,21,2,52,4,2,1,76,treatment
2026-03-23 13:06:05,2026-03-23 13:13:24,0,100,438,1,2026-03-23 13:13:24,R_8CdM0UCrzU0yOGk,anonymous,EN-GB,,,1,5,5,4,5,5,5,6,5,4,5,,,,,,,,1,1,3,3,,5,4,6,4,6,6,5,22,1,52,4,3,1,86,treatment
2026-03-23 14:25:38,2026-03-23 14:34:50,0,100,551,1,2026-03-23 14:34:51,R_8CQDscizuJF2Cw8,anonymous,EN-GB,,,1,6,5,6,2,5,3,6,3,6,2,,,,,,,,1,1,3,3,,5,5,7,3,7,7,1,24,1,64,5,6,2,82,treatment
2026-03-23 14:31:26,2026-03-23 14:35:52,0,100,266,1,2026-03-23 14:35:53,R_2kYb9zZ7EQU51Uq,anonymous,EN-GB,,,1,4,2,6,3,7,4,6,1,6,1,2,3,7,7,1,7,4,,,,,,,,,,,,,28,1,52,5,4,2,74,control
2026-03-23 14:34:34,2026-03-23 14:49:14,0,100,880,1,2026-03-23 14:49:15,R_2lu8u7A5rqEHSjy,anonymous,EN-GB,,,1,6,2,5,4,5,6,7,2,6,3,,,,,,,,1,1,3,1,,4,3,6,5,6,6,2,22,1,52,4,2,1,80,treatment
2026-03-23 15:10:31,2026-03-23 15:13:14,0,100,163,1,2026-03-23 15:13:16,R_2FYGO51qI2VVu6t,anonymous,EN-GB,,,1,6,5,6,6,6,3,6,1,6,2,2,3,4,6,4,6,6,,,,,,,,,,,,,22,2,167,4,3,1,80,control
2026-03-23 15:47:08,2026-03-23 15:50:33,0,100,204,1,2026-03-23 15:50:34,R_2mAyQZ9H1dRZ9ER,anonymous,EN-GB,,,1,5,6,5,5,7,4,5,3,3,3,2,3,3,6,2,3,7,,,,,,,,,,,,,26,1,183,4,2,2,74,control
2026-03-23 15:51:02,2026-03-23 15:55:26,0,100,264,1,2026-03-23 15:55:27,R_8SVRGrBv4sJo0XT,anonymous,EN-GB,,,1,6,5,5,5,5,5,6,5,4,3,,,,,,,,1,1,3,2,,5,5,5,4,5,6,4,25,2,143,5,2,2,87,treatment
2026-03-23 15:54:17,2026-03-23 16:01:10,0,100,413,1,2026-03-23 16:01:13,R_8EmcpdbTXkZpH0e,anonymous,EN-GB,,,1,5,6,3,3,5,6,3,4,7,2,,,,,,,,1,1,3,1,,6,3,5,3,5,6,2,25,1,52,4,2,2,75,treatment
2026-03-23 16:20:56,2026-03-23 16:25:52,0,100,296,1,2026-03-23 16:25:53,R_8eKo7QIB79vPftq,anonymous,EN-GB,,,1,7,7,4,1,7,1,7,5,6,1,,,,,,,,1,1,3,1,,4,1,5,1,7,1,5,46,1,64,6,3,1,74,treatment
2026-03-23 16:39:50,2026-03-23 16:43:23,0,100,213,1,2026-03-23 16:43:24,R_8VPdiuH2lz1TaTi,anonymous,EN-GB,true,true,1,3,6,5,5,6,5,7,4,3,3,2,3,5,6,7,7,7,,,,,,,,,,,,,21,2,146,2,3,2,85,control
2026-03-23 18:25:30,2026-03-23 18:33:02,0,100,451,1,2026-03-23 18:33:03,R_8fvpvtRmxWLhdv1,anonymous,EN-GB,,,1,6,5,6,4,4,2,6,4,3,2,,,,,,,,2,1,3,,4,7,4,6,3,6,4,5,40,1,86,4,3,1,76,treatment
2026-03-23 18:38:48,2026-03-23 18:43:39,0,100,290,1,2026-03-23 18:43:40,R_8RPyYDPQS33bqfJ,anonymous,EN-GB,,,1,4,3,4,4,6,3,6,6,5,5,,,,,,,,1,1,3,1,,4,6,6,4,7,6,3,21,1,52,4,4,1,84,treatment
2026-03-23 20:01:36,2026-03-23 20:11:08,0,100,572,1,2026-03-23 20:11:09,R_8ZXYAM0st0EGWWJ,anonymous,EN-GB,,,1,3,7,5,5,6,3,7,4,3,2,2,3,2,6,3,7,6,,,,,,,,,,,,,29,2,186,4,3,2,77,control
2026-03-23 20:03:21,2026-03-23 20:11:23,0,100,481,1,2026-03-23 20:11:24,R_8Kq1INhU8u58Jwp,anonymous,EN-GB,,,1,5,3,3,5,7,6,5,2,7,1,,,,,,,,1,1,3,1,,5,3,6,3,6,6,5,27,1,186,5,4,1,80,treatment
2026-03-23 20:53:22,2026-03-23 20:58:47,0,100,325,1,2026-03-23 20:58:48,R_2Pl5myfxOopmqyd,anonymous,EN-GB,,,1,6,3,5,5,6,2,2,5,5,3,,,,,,,,1,1,3,2,,5,5,6,4,6,4,4,22,1,52,4,6,1,77,treatment
2026-03-23 21:20:33,2026-03-23 21:31:08,0,100,634,1,2026-03-23 21:31:09,R_2rVQ9hiAyVPn6Q9,anonymous,EN-GB,,,1,4,5,6,2,5,6,6,2,7,3,2,3,3,6,2,6,6,,,,,,,,,,,,,31,1,68,5,4,2,77,control
2026-03-23 21:28:27,2026-03-23 21:37:01,0,100,513,1,2026-03-23 21:37:02,R_8I01XkmoUYVb6Ip,anonymous,EN-GB,,,1,6,2,5,6,7,2,6,5,6,2,,,,,,,,1,1,3,1,,5,3,4,4,7,5,1,29,2,2,5,4,1,79,treatment
2026-03-23 22:03:12,2026-03-23 22:16:17,0,100,785,1,2026-03-23 22:16:18,R_8DJ641kI92yLwIt,anonymous,EN-GB,,,1,6,6,7,5,7,4,7,1,4,1,,,,,,,,1,1,3,2,,5,1,7,1,7,7,5,29,2,186,6,2,1,85,treatment
2026-03-23 22:18:02,2026-03-23 22:25:32,0,100,450,1,2026-03-23 22:25:33,R_8ffNhfrejltPk23,anonymous,EN-GB,,,1,5,3,5,2,5,5,6,3,7,5,2,3,3,7,2,7,5,,,,,,,,,,,,,22,1,79,4,3,2,77,control
2026-03-23 23:08:44,2026-03-23 23:15:15,0,100,390,1,2026-03-23 23:15:15,R_2zAwAHq5uOy3TBy,anonymous,EN-GB,,,1,5,5,7,7,6,3,7,1,6,3,,,,,,,,1,1,3,2,,4,5,6,2,3,6,5,21,2,8,4,3,1,84,treatment
2026-03-23 23:16:40,2026-03-23 23:22:00,0,100,319,1,2026-03-23 23:22:00,R_2eq4a3FandCBerl,anonymous,EN-GB,,,1,7,6,4,7,4,2,5,5,3,5,,,,,,,,1,1,3,2,,7,2,6,5,7,7,5,20,2,6,2,4,1,85,treatment
2026-03-23 23:16:59,2026-03-23 23:26:00,0,100,541,1,2026-03-23 23:26:00,R_8IKe4CacSMBQhFL,anonymous,EN-GB,,,1,6,5,6,5,6,4,6,5,6,2,2,3,4,6,2,6,7,,,,,,,,,,,,,24,1,88,5,3,1,83,control
2026-03-23 23:27:56,2026-03-23 23:36:07,0,100,490,1,2026-03-23 23:36:07,R_8b8IAgquZj2PTyh,anonymous,EN-GB,,,1,4,5,7,2,6,5,7,5,7,4,,,,,,,,1,1,3,4,,5,4,6,4,6,6,2,28,1,11,6,3,1,88,treatment
2026-03-24 00:59:11,2026-03-24 01:16:53,0,100,1062,1,2026-03-24 01:16:54,R_2fxFZ5RNUat3AaH,anonymous,EN-GB,true,,1,6,2,7,6,7,2,6,2,3,1,,,,,,,,2,1,3,,2,5,1,3,1,5,6,2,28,2,144,4,2,2,68,treatment
2026-03-24 11:22:01,2026-03-24 11:26:41,0,100,279,1,2026-03-24 11:26:42,R_28CBxCvXgobuOPf,anonymous,EN-GB,,,1,7,6,6,6,6,2,6,3,3,1,,,,,,,,2,1,3,,1,5,5,7,3,5,5,2,21,1,48,2,2,2,78,treatment
2026-03-24 14:43:18,2026-03-24 14:55:15,0,100,716,1,2026-03-24 14:55:16,R_2RQtPKHrn39mgDo,anonymous,EN-GB,,,1,7,7,6,6,7,1,6,2,2,2,,,,,,,,2,1,3,,4,6,1,6,2,6,4,4,20,2,64,2,2,2,75,treatment
2026-03-24 15:06:20,2026-03-24 15:09:52,0,100,211,1,2026-03-24 15:09:54,R_8LuJWNSpgZf1SRs,anonymous,EN-GB,,,1,4,6,6,5,4,3,7,1,4,1,2,3,7,7,3,6,3,,,,,,,,,,,,,21,1,183,2,3,2,72,control
2026-03-24 16:08:02,2026-03-24 16:14:39,0,100,397,1,2026-03-24 16:14:40,R_825y5Ypl8zfgvVY,anonymous,EN-GB,,,1,5,7,4,3,4,5,6,5,6,4,,,,,,,,1,1,3,2,,7,5,7,4,7,6,5,20,1,143,4,3,2,90,treatment
2026-03-24 21:31:17,2026-03-24 21:34:43,0,100,205,1,2026-03-24 21:34:44,R_2pJh9s32lZqN0ve,anonymous,EN-GB,,,1,6,2,6,5,6,2,6,1,3,2,2,3,5,7,3,5,7,,,,,,,,,,,,,21,2,143,2,2,2,72,control
2026-03-24 21:34:54,2026-03-24 21:38:26,0,100,211,1,2026-03-24 21:38:26,R_8kOp1bF7oDMIjZU,anonymous,EN-GB,true,true,1,6,5,5,3,7,2,6,5,3,1,,,,,,,,1,1,3,1,,4,2,6,2,6,7,2,20,2,52,2,3,1,73,treatment
2026-03-24 21:51:46,2026-03-24 22:00:52,0,100,546,1,2026-03-24 22:00:53,R_2nwNWz0yO09bXAR,anonymous,EN-GB,,,1,3,7,6,4,3,6,2,2,5,5,,,,,,,,2,1,3,,4,5,2,4,2,7,6,3,34,1,52,5,4,1,74,treatment
2026-03-25 20:14:56,2026-03-25 20:19:34,0,100,277,1,2026-03-25 20:19:35,R_27Cfd5ua5Ck0iY1,anonymous,EN-GB,,,1,3,5,6,5,5,5,7,5,4,2,2,3,2,6,1,4,6,,,,,,,,,,,,,20,2,144,4,2,1,73,control
2026-03-25 22:07:08,2026-03-25 22:11:57,0,100,289,1,2026-03-25 22:11:58,R_8m2At513EPbskRh,anonymous,EN-GB,,,1,5,5,4,3,7,6,5,1,5,4,,,,,,,,1,1,3,2,,5,3,5,1,7,4,3,22,2,88,4,1,1,75,treatment
2026-03-26 00:07:36,2026-03-26 00:23:00,0,100,923,1,2026-03-26 00:23:00,R_22ObJCOg2TfFm3T,anonymous,EN-GB,,,1,5,3,4,6,7,2,6,5,2,3,2,3,5,6,3,7,4,,,,,,,,,,,,,21,2,146,2,5,1,73,control
2026-03-31 13:54:33,2026-03-31 14:01:36,0,100,423,1,2026-03-31 14:01:37,R_2owvKsSSHSXzsqZ,anonymous,EN-GB,,,1,3,6,4,3,5,7,3,5,7,5,,,,,,,,2,1,3,,3,5,5,6,3,7,4,4,23,1,167,4,3,1,83,treatment
